case,depot_id,product_id,x0,inventory_upper_bound,rhoUB,ub_zero,compatible,absolute_excess
210628,90018300,BAC---1041,0.0,27.968319400262523,0.0,no,yes,0.0
210628,90018300,BAC-O-4312,0.0,22.374655520210016,0.0,no,yes,0.0
210628,90018300,BAC-O-4325,0.0,33.29561833364586,0.0,no,yes,0.0
210628,90018300,BAC-O-6423,0.0,33.29561833364586,0.0,no,yes,0.0
210628,90018300,BAC-O-6433,0.0,44.394157778194476,0.0,no,yes,0.0
210628,90018300,CON-S-0130,0.0,69.9207985006563,0.0,no,yes,0.0
210628,90018300,SLI---0770,0.0,55.936638800525046,0.0,no,yes,0.0
210628,90018300,SLI---1200,0.0,31.425077977823058,0.0,no,yes,0.0
210628,90018400,BAC---1041,0.0,6.120506376122762,0.0,no,yes,0.0
210628,90018400,BAC-O-4312,0.0,4.8964051008982095,0.0,no,yes,0.0
210628,90018400,BAC-O-4325,0.0,7.28631711443186,0.0,no,yes,0.0
210628,90018400,BAC-O-6423,0.0,7.28631711443186,0.0,no,yes,0.0
210628,90018400,BAC-O-6433,0.0,9.715089485909147,0.0,no,yes,0.0
210628,90018400,CON-S-0130,0.0,15.301265940306905,0.0,no,yes,0.0
210628,90018400,SLI---0770,0.0,12.241012752245524,0.0,no,yes,0.0
210628,90018400,SLI---1200,0.0,6.87697345631771,0.0,no,yes,0.0
210628,90019100,BAC---1041,0.0,26.631721101564196,0.0,no,yes,0.0
210628,90019100,BAC-O-4312,0.0,21.305376881251355,0.0,no,yes,0.0
210628,90019100,BAC-O-4325,0.0,31.704429882814516,0.0,no,yes,0.0
210628,90019100,BAC-O-6423,0.0,31.704429882814516,0.0,no,yes,0.0
210628,90019100,BAC-O-6433,0.0,42.272573177086024,0.0,no,yes,0.0
210628,90019100,CON-S-0130,0.0,66.57930275391048,0.0,no,yes,0.0
210628,90019100,SLI---0770,0.0,53.26344220312839,0.0,no,yes,0.0
210628,90019100,SLI---1200,0.0,29.92328213658898,0.0,no,yes,0.0
210628,91017200,BAC---1041,0.0,346.63846153846157,0.0,no,yes,0.0
